Category,Entry,classification,Reasoning,Severity Level,Affected Component,Attack Possibility
INFO,No TLS CA certificate found,result,"Weaknesses in web applications or services could be exploited to carry out attacks such as SQL injection, XSS, or CSRF.",Medium,Encryption/Security Protocol,Data Stealth
INFO,Ensure that Docker server certificate file ownership is set to root:root (Automated),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
INFO,No TLS Server certificate found,result,"Weaknesses in web applications or services could be exploited to carry out attacks such as SQL injection, XSS, or CSRF.",Medium,Encryption/Security Protocol,Data Stealth
INFO,Ensure that the Docker server certificate file permissions are set to 444 or more restrictively (Automated),check,Improper user permissions or access controls could allow an attacker to escalate privileges and gain unauthorized system access.,High,Access Control System,None
INFO,No TLS Server certificate found,result,"Weaknesses in web applications or services could be exploited to carry out attacks such as SQL injection, XSS, or CSRF.",Medium,Encryption/Security Protocol,Data Stealth
INFO,Ensure that the Docker server certificate key file ownership is set to root:root (Automated),check,Mismanagement of secrets or credentials could expose sensitive information to unauthorized users.,Medium,General System,None
INFO,No TLS Key found,result,Mismanagement of secrets or credentials could expose sensitive information to unauthorized users.,Medium,Encryption/Security Protocol,Expose Secrets
INFO,Ensure that the Docker server certificate key file permissions are set to 400 (Automated),check,Improper user permissions or access controls could allow an attacker to escalate privileges and gain unauthorized system access.,High,Access Control System,None
INFO,No TLS Key found,result,Mismanagement of secrets or credentials could expose sensitive information to unauthorized users.,Medium,Encryption/Security Protocol,Expose Secrets
INFO,Ensure that the daemon.json file ownership is set to root:root (Automated),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
INFO,File not found,result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Misconfiguration Attack
INFO,Ensure that daemon.json file permissions are set to 644 or more restrictive (Automated),check,Improper user permissions or access controls could allow an attacker to escalate privileges and gain unauthorized system access.,High,Access Control System,None
INFO,File not found,result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Misconfiguration Attack
INFO,Ensure that the /etc/default/docker file ownership is set to root:root (Automated),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
INFO,File not found,result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Misconfiguration Attack
INFO,Ensure that the /etc/default/docker file permissions are set to 644 or more restrictively (Automated),check,Improper user permissions or access controls could allow an attacker to escalate privileges and gain unauthorized system access.,High,Access Control System,None
INFO,File not found,result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Misconfiguration Attack
INFO,Ensure that the /etc/sysconfig/docker file permissions are set to 644 or more restrictively (Automated),check,Improper user permissions or access controls could allow an attacker to escalate privileges and gain unauthorized system access.,High,Access Control System,None
INFO,File not found,result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Misconfiguration Attack
INFO,Ensure that the /etc/sysconfig/docker file ownership is set to root:root (Automated),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
INFO,File not found,result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Misconfiguration Attack
INFO,Container Images and Build File,check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
INFO,Ensure update instructions are not used alone in the Dockerfile (Manual),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
INFO,Update instruction found: [bionicbeavers/mlops-project:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
INFO,Update instruction found: [codebyahmed/doctors:latest doctor-appointment-system_doctors:latest doctors:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
INFO,Update instruction found: [codebyahmed/doctors:latest doctor-appointment-system_doctors:latest doctors:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
INFO,Update instruction found: [codebyahmed/doctors:latest doctor-appointment-system_doctors:latest doctors:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
INFO,Update instruction found: [codebyahmed/appointments:latest appointments:latest doctor-appointment-system_appointments:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
INFO,Update instruction found: [codebyahmed/appointments:latest appointments:latest doctor-appointment-system_appointments:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
INFO,Update instruction found: [codebyahmed/appointments:latest appointments:latest doctor-appointment-system_appointments:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
INFO,Update instruction found: [httpd_web:latest],result,"Weaknesses in web applications or services could be exploited to carry out attacks such as SQL injection, XSS, or CSRF.",Medium,Web Application,Payload Delivery
INFO,Update instruction found: [wordpress:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
INFO,Update instruction found: [seed-image-mysql-sqli:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
INFO,Update instruction found: [codebyahmed/i200447-python-auth-example:latest python-auth-example:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
INFO,Update instruction found: [codebyahmed/i200447-python-auth-example:latest python-auth-example:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
INFO,Update instruction found: [cache-bad-image:latest cache-good-image:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
INFO,Update instruction found: [cache-bad-image:latest cache-good-image:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
INFO,Update instruction found: [codebyahmed/curl-ubuntu:latest curl-ubuntu:latest ubuntu-curl:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
INFO,Update instruction found: [codebyahmed/curl-ubuntu:latest curl-ubuntu:latest ubuntu-curl:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
INFO,Update instruction found: [codebyahmed/curl-ubuntu:latest curl-ubuntu:latest ubuntu-curl:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
INFO,Update instruction found: [python:3.9-slim],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
INFO,Update instruction found: [httpd:latest],result,"Weaknesses in web applications or services could be exploited to carry out attacks such as SQL injection, XSS, or CSRF.",Medium,Web Application,Payload Delivery
INFO,Update instruction found: [bionicbeavers/ca4-server:latest ca4-server:latest flask-app:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
INFO,Update instruction found: [bionicbeavers/ca4-server:latest ca4-server:latest flask-app:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
INFO,Update instruction found: [bionicbeavers/ca4-server:latest ca4-server:latest flask-app:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
INFO,Update instruction found: [jenkins/jenkins:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
INFO,Update instruction found: [python:3.8-slim],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
INFO,Update instruction found: [python:3.8-slim-buster],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
INFO,Update instruction found: [mysql:8.0.22],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
INFO,Ensure that COPY is used instead of ADD in Dockerfiles (Manual),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
INFO,ADD in image history: [httpd_web:latest],result,"Weaknesses in web applications or services could be exploited to carry out attacks such as SQL injection, XSS, or CSRF.",Medium,Web Application,Expose Filesystem
INFO,ADD in image history: [restart:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Expose Filesystem
INFO,ADD in image history: [entrypoint-vs-cmd:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Expose Filesystem
INFO,ADD in image history: [env-vs-arg:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Expose Filesystem
INFO,ADD in image history: [cache-bad-image:latest cache-good-image:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Expose Filesystem
INFO,ADD in image history: [cache-bad-image:latest cache-good-image:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Expose Filesystem
INFO,ADD in image history: [codebyahmed/image-from-container:v1.0 image-from-container:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Expose Filesystem
INFO,ADD in image history: [codebyahmed/image-from-container:v1.0 image-from-container:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Expose Filesystem
INFO,ADD in image history: [entrypoint-vs-cmd-4:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Expose Filesystem
INFO,ADD in image history: [entrypoint-vs-cmd-3:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Expose Filesystem
INFO,ADD in image history: [entrypoint-vs-cmd-2:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Expose Filesystem
INFO,ADD in image history: [entrypoint-vs-cmd-1:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Expose Filesystem
INFO,ADD in image history: [env-vs-arg-1:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Expose Filesystem
INFO,ADD in image history: [add-vs-copy:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Expose Filesystem
INFO,ADD in image history: [codebyahmed/curl-ubuntu:latest curl-ubuntu:latest ubuntu-curl:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Expose Filesystem
INFO,ADD in image history: [codebyahmed/curl-ubuntu:latest curl-ubuntu:latest ubuntu-curl:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Expose Filesystem
INFO,ADD in image history: [codebyahmed/curl-ubuntu:latest curl-ubuntu:latest ubuntu-curl:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Expose Filesystem
INFO,ADD in image history: [ubuntu:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Expose Filesystem
INFO,Container Runtime,check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
INFO,Ensure that the default ulimit is overwritten at runtime if needed (Manual),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
INFO,Container no default ulimit override: wordpress_wordpress_1,result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Dos
INFO,Container no default ulimit override: wordpress_db_1,result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Dos
INFO,Ensure that Docker commands always make use of the latest version of their image (Manual),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
INFO,Docker Security Operations,check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
INFO,Ensure that image sprawl is avoided (Manual),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
INFO,There are currently: 76 images,result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Expose Filesystem
INFO,Ensure that container sprawl is avoided (Manual),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
INFO,"There are currently a total of 77 containers, with only 2 of them currently running",result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Expose Filesystem
INFO,Docker Swarm Configuration,check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
INFO,Checks: 117,check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
INFO,Score: 7,check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
WARN,Some tests might require root to run,check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
WARN,Ensure a separate partition for containers has been created (Automated),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
WARN,Ensure auditing is configured for the Docker daemon (Automated),check,"Inadequate auditing or logging could allow unauthorized access or modifications to go undetected, enabling data stealth or unauthorized data access.",Medium,Audit System,None
WARN,Ensure auditing is configured for Docker files and directories -/run/containerd (Automated),check,"Inadequate auditing or logging could allow unauthorized access or modifications to go undetected, enabling data stealth or unauthorized data access.",Medium,Audit System,None
WARN,Ensure auditing is configured for Docker files and directories - /var/lib/docker (Automated),check,"Inadequate auditing or logging could allow unauthorized access or modifications to go undetected, enabling data stealth or unauthorized data access.",Medium,Audit System,None
WARN,Ensure auditing is configured for Docker files and directories - /etc/docker (Automated),check,"Inadequate auditing or logging could allow unauthorized access or modifications to go undetected, enabling data stealth or unauthorized data access.",Medium,Audit System,None
WARN,Ensure auditing is configured for Docker files and directories - docker.service (Automated),check,"Inadequate auditing or logging could allow unauthorized access or modifications to go undetected, enabling data stealth or unauthorized data access.",Medium,Audit System,None
WARN,Ensure auditing is configured for Docker files and directories - docker.socket (Automated),check,"Inadequate auditing or logging could allow unauthorized access or modifications to go undetected, enabling data stealth or unauthorized data access.",Medium,Audit System,None
WARN,Ensure auditing is configured for Docker files and directories - /usr/bin/containerd (Automated),check,"Inadequate auditing or logging could allow unauthorized access or modifications to go undetected, enabling data stealth or unauthorized data access.",Medium,Audit System,None
WARN,Ensure auditing is configured for Docker files and directories - /usr/bin/containerd-shim (Automated),check,"Inadequate auditing or logging could allow unauthorized access or modifications to go undetected, enabling data stealth or unauthorized data access.",Medium,Audit System,None
WARN,Ensure auditing is configured for Docker files and directories - /usr/bin/containerd-shim-runc-v1 (Automated),check,"Inadequate auditing or logging could allow unauthorized access or modifications to go undetected, enabling data stealth or unauthorized data access.",Medium,Audit System,None
WARN,Ensure auditing is configured for Docker files and directories - /usr/bin/containerd-shim-runc-v2 (Automated),check,"Inadequate auditing or logging could allow unauthorized access or modifications to go undetected, enabling data stealth or unauthorized data access.",Medium,Audit System,None
WARN,Ensure network traffic is restricted between containers on the default bridge (Scored),check,"Vulnerabilities in network configurations or services could be exploited to perform denial-of-service attacks, disrupting legitimate user access.",Medium,Network Configuration,None
WARN,Enable user namespace support (Scored),check,Improper user permissions or access controls could allow an attacker to escalate privileges and gain unauthorized system access.,High,Access Control System,None
WARN,Ensure that authorization for Docker client commands is enabled (Scored),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
WARN,Ensure centralized and remote logging is configured (Scored),check,"Inadequate auditing or logging could allow unauthorized access or modifications to go undetected, enabling data stealth or unauthorized data access.",Medium,Audit System,None
WARN,Ensure containers are restricted from acquiring new privileges (Scored),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
WARN,Ensure live restore is enabled (Scored),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
WARN,Ensure Userland Proxy is Disabled (Scored),check,Improper user permissions or access controls could allow an attacker to escalate privileges and gain unauthorized system access.,High,Access Control System,None
WARN,Ensure that a user for the container has been created (Automated),check,Improper user permissions or access controls could allow an attacker to escalate privileges and gain unauthorized system access.,High,Access Control System,None
WARN,Running as root: wordpress_wordpress_1,result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Escalation Attack
WARN,Running as root: wordpress_db_1,result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Escalation Attack
WARN,Ensure Content trust for Docker is Enabled (Automated),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
WARN,Ensure that HEALTHCHECK instructions have been added to container images (Automated),check,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,None
WARN,No Healthcheck found: [bionicbeavers/mlops-project:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
WARN,No Healthcheck found: 5e314a64b80e,result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
WARN,No Healthcheck found: [codebyahmed/frontend:latest doctor-appointment-system_frontend:latest frontend:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
WARN,No Healthcheck found: [codebyahmed/frontend:latest doctor-appointment-system_frontend:latest frontend:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
WARN,No Healthcheck found: [codebyahmed/frontend:latest doctor-appointment-system_frontend:latest frontend:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
WARN,No Healthcheck found: [codebyahmed/doctors:latest doctor-appointment-system_doctors:latest doctors:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
WARN,No Healthcheck found: [codebyahmed/doctors:latest doctor-appointment-system_doctors:latest doctors:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
WARN,No Healthcheck found: [codebyahmed/doctors:latest doctor-appointment-system_doctors:latest doctors:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
WARN,No Healthcheck found: [codebyahmed/appointments:latest appointments:latest doctor-appointment-system_appointments:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
WARN,No Healthcheck found: [codebyahmed/appointments:latest appointments:latest doctor-appointment-system_appointments:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
WARN,No Healthcheck found: [codebyahmed/appointments:latest appointments:latest doctor-appointment-system_appointments:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
WARN,No Healthcheck found: [httpd_web:latest],result,"Weaknesses in web applications or services could be exploited to carry out attacks such as SQL injection, XSS, or CSRF.",Medium,Web Application,Payload Delivery
WARN,No Healthcheck found: [restart:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
WARN,No Healthcheck found: 0e42db896c9c,result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
WARN,No Healthcheck found: [frontend-node:latest frontend-python:latest microservices_frontend:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
WARN,No Healthcheck found: [frontend-node:latest frontend-python:latest microservices_frontend:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
WARN,No Healthcheck found: [frontend-node:latest frontend-python:latest microservices_frontend:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
WARN,No Healthcheck found: [backend-python:latest microservices_backend:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
WARN,No Healthcheck found: [backend-python:latest microservices_backend:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
WARN,No Healthcheck found: e6ca74664b43,result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
WARN,No Healthcheck found: [wordpress:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
WARN,No Healthcheck found: [seed-image-mysql-sqli:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
WARN,No Healthcheck found: [seed-image-www-sqli:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
WARN,No Healthcheck found: [gcr.io/k8s-minikube/kicbase:v0.0.42],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
WARN,No Healthcheck found: [entrypoint-vs-cmd:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
WARN,No Healthcheck found: 635eca41ed35,result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
WARN,No Healthcheck found: [env-vs-arg:latest],result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
WARN,No Healthcheck found: 4eebeec594e6,result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
WARN,No Healthcheck found: c6d847bda23f,result,Missing files or configurations indicate potential vulnerabilities that could be exploited by attackers to breach system security.,Medium,General System,Payload Delivery
